Name,Age,Gender,Medical Condition,Date of Admission,Doctor,Billing Amount,Admission Type,Discharge Date,Medication,Test Results,MaHoSo,MaNV,MaBN,examination date,year of birth,Address,citizen identification,phone number,health insurance,Treatment department
JaSon ThOMPson,64,Female,Arthritis,15/01/2024,Andrea King,13900.05426,Urgent,10/02/2024,Ibuprofen,Inconclusive,HOSO7175,NV714,BN4898,24/04/1952,23/12/1963,"2858 Patricia Meadow Suite 454
East Amyton, MO 86204",5.06E+11,84719589082,5063321833,Ngo���
david AYaLa,77,Female,Arthritis,17/11/2022,Lucas Torres,30575.7646,Urgent,15/12/2022,Paracetamol,Abnormal,HOSO5044,NV719,BN3165,28/05/1999,15/06/1957,"8629 Christopher Glens Apt. 002
North Vicki, SD 36128",6.15E+11,84124565541,9795005298,Da li��
jaReD YoDER,32,Male,Obesity,02/08/2021,Sarah Garcia,11941.6313,Urgent,26/08/2021,Lipitor,Normal,HOSO5510,NV857,BN5431,24/02/2012,26/09/1950,"07314 Caitlyn Plains
West Timothy, MN 30432",5.38E+11,84959915491,4408191735,Tim m��
gRegoRY cANnON,70,Female,Diabetes,20/04/2020,Amanda Alvarado,7422.72526,Elective,23/04/2020,Lipitor,Abnormal,HOSO8332,NV127,BN6796,14/03/1988,02/10/1987,"180 Reilly Mews Suite 840
Danielhaven, MN 98038",9.42E+11,84666969885,3543259520,Da li��
LISa aNdERSON,50,Female,Hypertension,28/06/2023,Samantha Preston,34005.547,Urgent,30/06/2023,Ibuprofen,Inconclusive,HOSO9783,NV181,BN6486,28/01/2024,30/09/1999,"42403 Joshua Branch
Port Mary, MN 79566",2.37E+11,84811582529,7217947799,Tim m��
ELIzabEtH ShIelDs,29,Male,Asthma,06/04/2022,David Maxwell,48574.83244,Elective,30/04/2022,Penicillin,Inconclusive,HOSO1524,NV746,BN2661,22/08/1955,02/07/1935,"947 Lisa Lodge Suite 978
Michelleville, NJ 50649",7.06E+11,84821912817,3033360149,N���
PatriCiA kIM,66,Female,Cancer,31/03/2021,Kevin Butler,45010.79764,Urgent,16/04/2021,Lipitor,Abnormal,HOSO4808,NV627,BN9705,28/08/1975,30/05/1935,"072 Nicholas Parkways Suite 376
Port Summerbury, MI 99008",9.03E+11,84051854769,4332554746,Tim m��
JessiCA sOto,70,Male,Obesity,07/03/2020,Shannon Sanchez,7409.336546,Elective,29/03/2020,Aspirin,Normal,HOSO7434,NV966,BN2882,24/05/1983,08/12/1995,"0450 Gina Way Suite 954
South Mark, KS 94672",2.52E+11,84111638805,2258697420,Nhi khoa
JEnNY ReYnOLDS,56,Female,Cancer,03/06/2020,Shelly Bright,34968.07645,Urgent,21/06/2020,Paracetamol,Abnormal,HOSO1259,NV647,BN3798,26/11/2005,18/02/1977,"804 Monica Crescent
New Pamela, VT 85000",1.91E+11,84549033415,1973154463,N���
SHANnon baRRett,85,Male,Asthma,31/08/2021,Stephanie Wilcox,5648.175526,Elective,17/09/2021,Aspirin,Inconclusive,HOSO5394,NV338,BN9158,05/03/1985,09/07/2019,"96413 David Crest Suite 443
Dustinville, WY 51122",1.57E+11,84297322518,6242220134,Ngo���
tERrI PERry,67,Male,Cancer,22/09/2022,Amy Diaz,14227.32116,Elective,11/10/2022,Paracetamol,Normal,HOSO1655,NV385,BN7791,05/07/1965,23/05/1968,"4869 Bernard Dam Suite 506
West Charlesland, IL 57083",8.73E+11,84515011839,8442452050,Ngo���
Joseph MaddEN,50,Female,Arthritis,02/07/2022,Stacey Nguyen,47551.57014,Elective,15/07/2022,Ibuprofen,Inconclusive,HOSO9123,NV337,BN3781,28/03/2017,06/11/1980,"114 Lewis Grove Suite 555
East Anthonyfurt, LA 77967",1.60E+11,84436561731,3808445243,Nhi khoa
RebECCa hOGAN,52,Female,Asthma,18/06/2019,Peter Wright,42301.91462,Elective,08/07/2019,Aspirin,Abnormal,HOSO1329,NV880,BN4977,14/07/1960,21/03/1996,"98082 Pamela Ridges Apt. 303
Scottton, AL 31221",7.90E+11,84871015038,8297293795,Ngo���
kELly WAlKER,84,Male,Hypertension,19/07/2019,Eric Shaw,2275.636632,Urgent,08/08/2019,Aspirin,Normal,HOSO8954,NV737,BN3044,26/02/1980,22/10/1993,"0770 Curtis Summit Suite 566
West Danielshire, OR 99741",2.10E+11,84426369331,7401182751,N���
jUlIa muEllER,70,Male,Cancer,06/01/2022,Susan Gaines,10003.67103,Elective,27/01/2022,Paracetamol,Normal,HOSO1696,NV825,BN3799,27/05/2013,20/03/1957,"11338 John Lane
Brownland, CA 81244",7.72E+11,84791096259,7038191410,Da li��
KAyLa mOORe,66,Male,Diabetes,08/02/2022,Collin Green,42653.76534,Urgent,28/02/2022,Lipitor,Normal,HOSO9702,NV396,BN5349,29/12/2000,12/11/1971,"74176 Christopher Forks
West Linda, VA 46600",6.63E+11,84955445518,1753319792,N���
KAITLyn SmItH,74,Male,Hypertension,09/12/2022,Richard Harris,10722.49507,Elective,28/12/2022,Penicillin,Inconclusive,HOSO2565,NV163,BN4128,03/03/2012,20/04/2005,"14695 Brent Isle
Alyssachester, PA 07626",4.08E+11,84461442817,4742323798,Tim m��
DAnIEL KemP,75,Female,Obesity,14/06/2020,Charles Fernandez,47516.52055,Urgent,20/06/2020,Lipitor,Normal,HOSO7851,NV637,BN6299,15/01/2001,20/09/1987,"USNS Cruz
FPO AP 33314",1.58E+11,84866775069,2126878319,Tim m��
laurA mYeRs,61,Male,Obesity,12/03/2021,Kyle Williams MD,41379.38261,Urgent,25/03/2021,Lipitor,Inconclusive,HOSO5562,NV683,BN7448,17/10/1948,07/09/1987,"2595 Annette Landing Suite 691
Lake Don, NC 63578",2.02E+11,84372144706,6082510572,Tim m��
Carol ReEd,82,Male,Asthma,27/12/2022,Susan Rios DDS,27481.33148,Elective,12/01/2023,Paracetamol,Abnormal,HOSO6617,NV543,BN8497,23/04/1978,16/08/1992,"25076 Stevens Trafficway Apt. 896
Cynthiafurt, AR 44751",4.41E+11,84742764298,3581098823,Tim m��
JesSIcA caRtER,51,Female,Obesity,08/12/2019,Sarah Ibarra,32006.03157,Urgent,05/01/2020,Penicillin,Normal,HOSO4081,NV182,BN3443,09/12/1979,27/12/1980,"33085 Brooke Stravenue Suite 266
South Johnland, KY 38401",2.89E+11,84871079741,1059124051,Nhi khoa
vANeSsa ScHaEFeR,37,Female,Arthritis,19/06/2023,Jonathan Burns MD,14405.93924,Elective,14/07/2023,Lipitor,Inconclusive,HOSO5073,NV613,BN3161,14/10/2003,06/12/1976,"05999 Laura Plain Suite 135
Bethmouth, FL 64463",4.54E+11,84060922548,2726667598,Tim m��
MIgUeL GOmeZ,51,Male,Hypertension,10/05/2019,Jennifer Miller,24691.24905,Urgent,07/06/2019,Penicillin,Normal,HOSO8597,NV945,BN9979,18/12/1954,17/09/1946,"6478 Thomas Knoll
Sparkston, OK 87825",6.26E+11,84154923902,7404281570,Ngo���
linDa cARdeNas,23,Male,Asthma,11/06/2021,Zachary Scott,47491.39239,Elective,27/06/2021,Ibuprofen,Abnormal,HOSO4274,NV686,BN6956,27/08/1936,15/05/2007,"5867 Denise Heights
North Mariaport, WV 61827",2.44E+11,84524214500,6520135923,N���
annEtTE JAMES,70,Male,Asthma,27/10/2019,Dennis Robbins,37861.50911,Emergency,12/11/2019,Lipitor,Normal,HOSO3864,NV396,BN8845,08/06/1984,28/10/1937,"950 Glen Unions Suite 539
Johnfort, IL 81980",2.87E+11,84213524311,8425625077,Ngo���
sUSaN HuRLEY,60,Female,Cancer,27/08/2022,Sean Rodgers,22952.72982,Elective,15/09/2022,Penicillin,Normal,HOSO5546,NV624,BN5814,19/04/1967,22/01/2014,"10886 Deleon Loaf Suite 479
Martinezmouth, IN 82262",9.99E+11,84498468519,9940828079,N���
carOLyN Wade,45,Female,Arthritis,08/08/2019,Nathan Payne,2735.031575,Emergency,14/08/2019,Penicillin,Inconclusive,HOSO7287,NV438,BN7487,13/07/2015,04/01/1983,"9000 Kevin Spurs Suite 423
South Lisaville, IA 52109",2.24E+11,84123169704,5601234863,Tim m��
aNgeLA DelEon,30,Male,Arthritis,12/02/2023,Kristina Gray,37755.48078,Elective,17/02/2023,Paracetamol,Normal,HOSO1025,NV194,BN1255,30/01/1979,03/07/1992,"509 Garza Drives
Sandramouth, MN 84590",5.73E+11,84354531123,6278432941,N���
cAROLYN COoPer,35,Male,Hypertension,04/05/2021,Regina Bryant,2691.049064,Elective,10/05/2021,Penicillin,Inconclusive,HOSO4317,NV503,BN8273,10/01/1960,08/08/1967,"895 Scott Extension Suite 625
Duranborough, RI 07845",1.06E+11,84324654232,8891248905,Tim m��
reBEcca hARRIs,51,Female,Obesity,11/07/2021,Karen Donovan,7897.287485,Elective,28/07/2021,Lipitor,Normal,HOSO2050,NV375,BN3745,28/10/1990,23/07/1993,"8230 Nolan Stream
Krausechester, CT 61043",3.13E+11,84010454444,7769768955,Ngo���
garY cUrtIS,61,Male,Diabetes,10/02/2021,Amber Lopez,4446.342917,Emergency,18/02/2021,Lipitor,Inconclusive,HOSO4515,NV468,BN6562,28/09/2024,19/11/1966,"9204 Wilson River Suite 171
West Meganmouth, NJ 91235",9.61E+11,84950631172,4023092885,Tim m��
ryaN LIU,52,Female,Diabetes,16/10/2021,Vernon Diaz,20852.14637,Elective,04/11/2021,Penicillin,Normal,HOSO4550,NV636,BN4119,11/12/1966,28/07/1958,"70395 Steve Valleys
Danielleton, IL 03222",2.47E+11,84609851793,5293516311,Tim m��
DenNiS MOrROw,64,Female,Diabetes,03/10/2019,Luke Nunez,47701.47743,Urgent,25/10/2019,Lipitor,Inconclusive,HOSO9900,NV436,BN1885,05/06/2022,17/03/2005,"0937 Hardy River
Gordonville, GA 91069",7.18E+11,84949782052,6187093379,Nhi khoa
JEnNiFEr COOpER,25,Male,Obesity,26/04/2020,Mary Williams,49934.13796,Elective,02/05/2020,Aspirin,Abnormal,HOSO9344,NV935,BN6785,18/07/1989,14/10/1947,"Unit 5804 Box 2440
DPO AP 93281",9.17E+11,84536534708,9565729337,N���
JaCOB loPez,76,Female,Obesity,13/09/2019,Gina Richards,17263.94898,Emergency,19/09/2019,Penicillin,Abnormal,HOSO5433,NV512,BN2542,25/02/1939,20/08/1982,"841 Lindsay Via
West Jennafort, MN 63462",7.76E+11,84615036696,2783804831,Ngo���
carOL McClain,52,Female,Diabetes,20/01/2022,Julie West,45274.39656,Emergency,06/02/2022,Penicillin,Inconclusive,HOSO5407,NV491,BN4067,13/04/1971,25/09/1951,"15554 Heather Brooks
South Marcfort, IN 47629",3.56E+11,84544861273,1464892432,Ngo���
mIChaeL RiChArdsoN,77,Male,Obesity,14/10/2023,Greg Scott,10057.91558,Elective,04/11/2023,Paracetamol,Abnormal,HOSO7913,NV996,BN9121,01/07/1943,06/02/1977,"22961 Hudson Trace
South Emily, SC 86099",7.77E+11,84852246373,5178815085,Ngo���
MARK NGuYEn,83,Male,Diabetes,23/11/2019,Tracy Serrano,36369.09117,Urgent,26/11/2019,Aspirin,Normal,HOSO1462,NV846,BN3659,25/02/2010,01/11/2013,"14553 Gardner Crossing Apt. 317
Taylorside, OR 73573",5.57E+11,84942708270,2196483080,Tim m��
EriC COOk,57,Female,Cancer,05/12/2023,Rhonda Gilbert,3548.051648,Elective,31/12/2023,Lipitor,Abnormal,HOSO8250,NV552,BN5276,14/06/1950,10/02/2013,"10678 Moore Points Apt. 971
New Carlos, TX 06925",7.76E+11,84281852537,9087151124,Nhi khoa
kRISTeN STEPheNS,54,Male,Arthritis,01/02/2021,Penny Bryant,10011.29075,Emergency,07/02/2021,Lipitor,Inconclusive,HOSO2639,NV786,BN6114,09/10/1982,16/04/2016,"501 Garcia Wells Apt. 176
East Cathy, ND 56733",1.43E+11,84559896411,7238577720,Nhi khoa
DaNa WAltoN,62,Male,Cancer,30/06/2022,Edward Webster,14876.33422,Urgent,01/07/2022,Lipitor,Inconclusive,HOSO9926,NV163,BN9187,09/01/1957,05/06/2011,"876 Tina Square
West Richard, WY 60354",7.35E+11,84259042455,5551485117,N���
Scott arNOLd,37,Male,Arthritis,09/11/2023,Brandon Flores,30294.65138,Elective,29/11/2023,Penicillin,Normal,HOSO2277,NV531,BN8395,07/11/1961,20/07/1955,"USS Moore
FPO AA 83333",9.45E+11,84562967820,5253449682,Tim m��
MEGan wHEEleR,56,Female,Hypertension,30/07/2020,Courtney Crane,45888.70486,Elective,10/08/2020,Paracetamol,Abnormal,HOSO6136,NV457,BN2539,17/03/1993,08/11/2024,"805 Timothy Extensions
East Andrewberg, FL 69955",1.55E+11,84398600331,2128541215,Da li��
AaRON coX,68,Female,Arthritis,10/04/2022,Eric Wallace,31958.39662,Elective,19/04/2022,Lipitor,Normal,HOSO5804,NV906,BN6855,27/08/2009,24/06/1954,"4822 Wright Locks Suite 289
New Andremouth, OK 64616",1.10E+11,84354965990,1203089786,Da li��
CassanDRA MArTineZ,46,Male,Obesity,02/01/2020,Nicole Norton,22645.7861,Urgent,16/01/2020,Paracetamol,Normal,HOSO4438,NV181,BN4976,22/06/1940,18/06/1977,"USNS Kidd
FPO AA 17335",8.10E+11,84910244394,7668017275,N���
SHawn bROwn,62,Male,Hypertension,10/11/2023,Angela Cunningham,21297.40651,Emergency,01/12/2023,Paracetamol,Abnormal,HOSO2462,NV981,BN8681,22/12/1956,01/04/1953,"82061 Stacey Meadow Apt. 040
Millerhaven, HI 54444",7.56E+11,84248834850,7468378536,Da li��
SAnDRa WillIamSon,49,Female,Diabetes,14/02/2021,Jessica Morgan,26432.16099,Urgent,18/02/2021,Aspirin,Inconclusive,HOSO3812,NV621,BN4542,11/11/1973,01/04/2005,"8166 Pitts Ranch Suite 052
Martinezstad, AL 13991",5.27E+11,84584593778,6755999237,Nhi khoa
jenniFeR sTephEnS,75,Male,Hypertension,16/07/2022,Shari Foster,6336.708014,Emergency,13/08/2022,Ibuprofen,Normal,HOSO9535,NV564,BN4587,21/10/1935,15/02/1952,"309 Debra Drive
Hamiltonport, UT 56952",8.76E+11,84212091518,7732436605,Tim m��
stePHANIe ROdRigueZ,40,Female,Diabetes,15/05/2023,Danielle Collins,31063.55679,Elective,27/05/2023,Penicillin,Normal,HOSO7621,NV870,BN3861,03/04/2013,04/12/2007,"032 Heather Viaduct
Port Meganchester, AL 68045",5.18E+11,84092539898,6640166966,Da li��
CaROlIne mCinTyRe,51,Female,Arthritis,30/04/2020,Beth Mckenzie,10710.32572,Urgent,22/05/2020,Penicillin,Abnormal,HOSO9718,NV690,BN7406,26/11/1968,22/02/1968,"98265 Anthony Squares Suite 029
Curtisville, AK 70119",5.94E+11,84049739782,3413098867,Tim m��
Mr. cAMeROn RoBINsoN,64,Male,Asthma,12/01/2021,Evan Johnson,25066.52145,Urgent,25/01/2021,Ibuprofen,Abnormal,HOSO8502,NV241,BN5680,12/07/2011,04/06/2014,"241 Nathaniel Bridge
Morrisview, MN 37509",7.72E+11,84361002871,6373378132,Da li��
taMmY pINEdA,49,Female,Arthritis,23/05/2019,Wendy Rivera,13396.90017,Emergency,02/06/2019,Paracetamol,Normal,HOSO8982,NV534,BN7234,13/06/1981,20/08/2007,"1089 John Loaf Apt. 619
East Janetton, TN 68332",5.52E+11,84245242455,7032323327,Nhi khoa
nATaLiE aNdeRson,74,Male,Obesity,23/04/2023,Cindy Maxwell,29822.09786,Emergency,09/05/2023,Lipitor,Normal,HOSO5096,NV636,BN1582,07/01/1978,18/06/2024,"9422 Jackson Land Apt. 963
Calvinfurt, IA 53556",6.22E+11,84349849326,5515520751,Ngo���
jAsminE RodrIgueZ,66,Female,Hypertension,07/12/2022,Crystal Hays,12025.3473,Urgent,01/01/2023,Aspirin,Abnormal,HOSO1952,NV652,BN6137,12/06/1996,06/04/1946,"USNV Smith
FPO AE 23010",7.37E+11,84941123061,6124668837,N���
deBRA MCkee,52,Female,Arthritis,25/10/2020,Jay Barr,33708.85754,Elective,04/11/2020,Lipitor,Abnormal,HOSO6070,NV194,BN3272,05/12/1995,10/06/2008,"5537 Howard Extension Apt. 613
Griffinborough, CT 56360",7.13E+11,84141589589,5314013033,Ngo���
sANDRa GReENe,58,Female,Obesity,08/04/2021,Lisa Long,40825.08467,Elective,01/05/2021,Ibuprofen,Normal,HOSO8631,NV644,BN5770,01/10/1953,14/02/1940,"218 Campbell Gardens
Lake Hayleyland, OK 10874",8.49E+11,84710844990,9240865979,Nhi khoa
cRystAl MorRIS,21,Male,Arthritis,09/09/2020,Brianna Kelly,27345.4552,Emergency,04/10/2020,Aspirin,Inconclusive,HOSO4678,NV908,BN3600,12/12/1970,15/07/1974,"1059 Armstrong Rapid Apt. 220
Lewisville, CO 16034",7.93E+11,84714878485,1735634516,Ngo���
jaSoN pArKER,69,Male,Arthritis,06/12/2019,David Hanson,38751.79652,Emergency,08/12/2019,Ibuprofen,Inconclusive,HOSO8269,NV202,BN9425,16/03/1986,05/08/1982,"0721 Joseph Route Apt. 216
Gardnermouth, GA 09245",9.01E+11,84831824542,5352210398,N���
ROy JONEs,47,Female,Asthma,16/02/2023,David Stevens,6252.083557,Elective,06/03/2023,Penicillin,Inconclusive,HOSO5630,NV897,BN4927,16/04/1949,11/07/2023,"97878 Ballard Path Suite 071
Port Ryanmouth, GA 24819",3.85E+11,84561276107,5709537349,Tim m��
RIcHaRd aNDeRsoN,51,Female,Hypertension,12/09/2023,Richard Ayala,18714.337,Emergency,12/10/2023,Penicillin,Abnormal,HOSO2171,NV314,BN8516,14/11/2015,28/03/1942,"0323 Melanie Extensions
New Laura, HI 86859",9.86E+11,84465430072,5014519067,Ngo���
JenNIfEr FoSTer,20,Female,Cancer,21/11/2019,Nathan Adams,14291.69892,Elective,11/12/2019,Ibuprofen,Inconclusive,HOSO3144,NV402,BN3138,28/08/1948,14/01/2006,"784 Webb Path
Lake Veronica, OK 98872",4.69E+11,84638344551,7186800799,N���
dEBBIE wILSOn,38,Female,Hypertension,14/07/2019,Jennifer Munoz,38210.96495,Elective,19/07/2019,Lipitor,Inconclusive,HOSO2790,NV775,BN5911,11/11/1986,17/01/1958,"PSC 1319, Box 5480
APO AP 12191",4.95E+11,84479450740,6520744341,Ngo���
tRavIS flOreS,70,Female,Obesity,03/10/2019,Beth Brown,7074.792709,Emergency,02/11/2019,Paracetamol,Inconclusive,HOSO7766,NV273,BN5429,03/06/1976,15/04/1979,"56365 Walter Groves Apt. 854
South Meagan, MS 29612",4.51E+11,84169725588,7691329027,Da li��
emIly yOUNg,73,Male,Arthritis,04/07/2019,Karen Jones,35419.51297,Elective,06/07/2019,Penicillin,Abnormal,HOSO4959,NV129,BN8838,01/03/1960,11/05/2001,"692 Lawrence Island
New Deborah, GA 67572",7.08E+11,84367788209,4349519532,Ngo���
sANDy halL,44,Male,Hypertension,26/05/2019,Seth Burnett,3852.947112,Emergency,08/06/2019,Paracetamol,Abnormal,HOSO2793,NV101,BN4388,27/12/1995,27/09/1965,"PSC 9842, Box 5687
APO AP 16414",5.14E+11,84775701823,8210576559,Ngo���
madIsOn WRigHT,44,Female,Obesity,12/12/2021,Kevin Johnson,48747.54519,Elective,18/12/2021,Paracetamol,Normal,HOSO1704,NV461,BN9101,29/09/2002,03/08/1981,"13052 Michael Streets
West David, DE 46709",4.03E+11,84323219389,9044510864,Ngo���
AMy manN,54,Male,Hypertension,22/05/2021,Julie Garza,40577.6012,Urgent,01/06/2021,Penicillin,Abnormal,HOSO4758,NV369,BN3262,17/09/1941,06/02/1947,"4572 Blair Roads
East Kristinamouth, CT 77412",1.42E+11,84485253349,7672272897,Nhi khoa
Jason stEELe,45,Male,Diabetes,03/09/2020,Brian Mack,16648.5474,Emergency,15/09/2020,Aspirin,Normal,HOSO7723,NV178,BN1594,28/05/2008,04/03/1942,"5044 Ward Plains
South Eric, CT 73258",3.46E+11,84106706003,3125388796,Nhi khoa
PAmEla mIDdlEtoN,18,Female,Arthritis,30/03/2022,Jennifer Johnson,38588.97256,Urgent,13/04/2022,Penicillin,Abnormal,HOSO3495,NV483,BN6787,24/09/1961,24/08/2011,"Unit 9689 Box 1655
DPO AP 37138",9.15E+11,84079112397,9468251800,Da li��
liSA JAcKsOn,44,Male,Hypertension,20/12/2019,Joseph Barnes,32990.19439,Elective,18/01/2020,Ibuprofen,Normal,HOSO5075,NV108,BN3565,02/08/2024,07/10/1966,"564 Summer Parkways Suite 447
Taylorland, LA 35169",4.80E+11,84148930979,5767716714,N���
SaMantHA PATEl,28,Female,Obesity,21/01/2022,Daryl Cross,20115.75587,Urgent,20/02/2022,Paracetamol,Abnormal,HOSO6579,NV978,BN7499,18/07/2020,10/06/2009,"783 Owens Centers
New William, MI 13638",6.03E+11,84414103689,4936744470,N���
HeRberT RodRIGUEZ,42,Male,Obesity,19/05/2020,Jonathan Edwards,5947.68965,Emergency,12/06/2020,Aspirin,Inconclusive,HOSO7572,NV240,BN5519,20/11/1981,16/02/1993,"USNS Brown
FPO AP 14706",4.40E+11,84536817537,9474055790,Ngo���
OliviA pOWELl,61,Female,Diabetes,20/02/2024,Adam Hardy,28281.34838,Emergency,08/03/2024,Penicillin,Abnormal,HOSO1970,NV739,BN4573,24/01/1960,22/03/1938,"19051 Cathy Via
Port Teresamouth, DC 01948",3.26E+11,84129258518,8884422487,N���
SAmaNThA PERkins,75,Female,Cancer,31/08/2023,Robert Ashley,30873.61991,Elective,07/09/2023,Ibuprofen,Inconclusive,HOSO5130,NV670,BN3529,03/04/1992,21/11/1951,"5849 Luis Summit Suite 689
Mileston, WV 29821",5.51E+11,84372504914,7267598055,Ngo���
mIchaeL POtTs,85,Male,Hypertension,19/01/2023,Mary Vaughn,9542.739709,Emergency,28/01/2023,Paracetamol,Abnormal,HOSO2497,NV401,BN9687,03/07/2024,28/07/1963,"27163 Pugh Bridge Apt. 142
New Sierrafort, AZ 53180",4.11E+11,84515830633,5794639846,Da li��
KeRRy HErnANDEz,74,Male,Obesity,20/11/2023,Steven Simmons,32429.61913,Emergency,17/12/2023,Ibuprofen,Inconclusive,HOSO3250,NV952,BN5536,02/08/1984,29/05/1955,"4458 Lopez Underpass Apt. 616
Rodriguezburgh, MA 53744",2.47E+11,84458168746,9849930603,N���
jOSHUa reyEs,59,Male,Obesity,28/07/2021,Mrs. Jessica Martinez,5588.993885,Urgent,03/08/2021,Penicillin,Normal,HOSO2786,NV560,BN5681,14/02/1938,12/11/1946,"8936 Patel Summit Apt. 033
West Preston, AK 05728",2.23E+11,84718110960,5399685100,N���
JeNniFER oRteGA,49,Male,Asthma,04/04/2023,Erin Arias,31497.55488,Emergency,27/04/2023,Lipitor,Inconclusive,HOSO2340,NV340,BN7944,09/03/1955,10/03/1989,"5863 Alice Underpass Suite 819
Martinezside, OR 04113",3.22E+11,84796208749,6997728073,Nhi khoa
BrIttANY BRaun,85,Female,Obesity,11/08/2020,Daniel Golden,14283.01595,Elective,24/08/2020,Ibuprofen,Inconclusive,HOSO4061,NV458,BN4803,09/02/1981,15/07/2004,"5093 Heidi Turnpike Suite 332
Anthonyborough, AK 33564",6.96E+11,84466681376,7333565096,Nhi khoa
daniel cHEn,51,Female,Hypertension,28/01/2020,Anthony Malone,15422.04289,Urgent,21/02/2020,Ibuprofen,Inconclusive,HOSO9422,NV409,BN7673,01/03/1997,13/06/1951,"USCGC Willis
FPO AE 86008",4.41E+11,84833420786,3284446457,Nhi khoa
ErICA hart,23,Male,Asthma,07/01/2020,Charlotte Reyes MD,40309.27742,Emergency,05/02/2020,Penicillin,Inconclusive,HOSO5636,NV605,BN1999,21/04/2013,20/01/1994,"605 Watson Lodge
Lake Michael, VA 52667",2.55E+11,84231937758,2784330672,Ngo���
alIcIa scOTt,26,Male,Asthma,20/04/2020,Miguel Green,45916.32483,Elective,17/05/2020,Penicillin,Abnormal,HOSO1449,NV605,BN9392,19/04/1973,05/02/1989,"09090 Graham Mountains
East Nichole, KY 57680",1.15E+11,84990786015,7436009999,Da li��
amandA aGUIrRE,59,Female,Obesity,18/03/2020,Frederick White,41632.52485,Elective,25/03/2020,Penicillin,Normal,HOSO5802,NV752,BN6541,06/07/2023,22/09/1936,"9865 Christopher Mall Apt. 683
Lake Edward, SD 05950",1.93E+11,84254210324,6218464168,Ngo���
mark hIcKs,25,Female,Diabetes,18/06/2020,Lisa Ruiz,7437.418708,Emergency,23/06/2020,Paracetamol,Inconclusive,HOSO7384,NV684,BN7892,25/10/1952,15/08/1939,"397 Bowers Cape Apt. 333
West Theresamouth, OK 23681",9.42E+11,84519866651,8205604256,Tim m��
TIMOtHy daVIS,29,Male,Cancer,15/07/2023,Cody Rice,38860.02088,Elective,27/07/2023,Aspirin,Abnormal,HOSO2523,NV428,BN4986,07/06/1952,12/03/1947,"3481 Bauer Haven
Rickybury, OR 80926",7.12E+11,84382881583,9711801964,Da li��
LONNIE DomInguEZ,25,Male,Hypertension,02/10/2023,April Foster,6662.242854,Urgent,24/10/2023,Ibuprofen,Inconclusive,HOSO2628,NV666,BN7720,30/10/1998,19/01/1969,"PSC 4777, Box 1073
APO AA 78498",4.67E+11,84443942309,9084032974,N���
KIMbERLY hALE,61,Male,Diabetes,13/01/2021,Justin Russell,13074.21528,Urgent,05/02/2021,Aspirin,Inconclusive,HOSO6384,NV304,BN7479,01/08/2013,11/04/1939,"62197 Keller Extensions Apt. 665
Perryhaven, KS 99304",1.78E+11,84746250685,5158962944,Ngo���
Dana WilLIAMsoN,46,Male,Hypertension,16/05/2022,Daniel Thomas,10443.2069,Elective,31/05/2022,Aspirin,Inconclusive,HOSO8760,NV861,BN7457,18/07/1976,09/09/1956,"995 Carlos Corners
West David, LA 00995",6.11E+11,84643422848,9217328057,N���
mr. GEORGe BROwN jr.,54,Male,Hypertension,22/10/2019,Emily Williamson,20227.0394,Emergency,01/11/2019,Aspirin,Abnormal,HOSO5831,NV890,BN5527,23/03/2003,02/03/2007,"5546 Gordon Forges
New Jackstad, TN 33207",2.24E+11,84755227429,2920875772,Da li��
ALLEn cAmACho,41,Male,Obesity,09/08/2019,Veronica Christian,38779.20787,Emergency,03/09/2019,Paracetamol,Abnormal,HOSO6403,NV707,BN8871,10/05/1953,22/06/1968,"4127 Brandi Stravenue
Port Jacquelineland, DC 04243",9.99E+11,84051721013,7895732635,Nhi khoa
NATHan woOdS,21,Female,Asthma,30/12/2023,Monica Odonnell,4561.664207,Elective,27/01/2024,Lipitor,Abnormal,HOSO6471,NV237,BN6996,31/10/1948,10/02/1943,"97361 Edward Points Suite 860
Downsmouth, OK 61998",7.54E+11,84211816962,6188136076,Tim m��
